Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Cryptosporidiosis, Cum 2013","Cryptosporidiosis, Cum 2013, flag","Dengue Fever†, Current week","Dengue Fever†, Current week, flag","Dengue Fever†, Previous 52 weeks Med","Dengue Fever†, Previous 52 weeks Med, flag","Dengue Fever†, Previous 52 weeks Max","Dengue Fever†, Previous 52 weeks Max, flag","Dengue Fever†, Cum 2014","Dengue Fever†, Cum 2014, flag","Dengue Fever†, Cum 2013","Dengue Fever†, Cum 2013, flag","Dengue Hemorrhagic Fever§, Current week","Dengue Hemorrhagic Fever§, Current week, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Med","Dengue Hemorrhagic Fever§, Previous 52 weeks Med, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Max","Dengue Hemorrhagic Fever§, Previous 52 weeks Max, flag","Dengue Hemorrhagic Fever§, Cum 2014","Dengue Hemorrhagic Fever§, Cum 2014, flag","Dengue Hemorrhagic Fever§, Cum 2013","Dengue Hemorrhagic Fever§, Cum 2013, flag",Location 1,Location 1 (city),Location 2,Location 1 (state)
GEORGIA,2014,14,,-,4,,16,,51,,76,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968004200045),,,GEORGIA
MAINE,2014,14,,-,0,,4,,12,,4,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,,MAINE
OHIO,2014,14,8,,6,,17,,74,,83,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,POINT (-82.40425685299965 40.06021029700048),,,OHIO
WASHINGTON,2014,14,2,,1,,13,,7,,11,,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.522287905000496),,,WASHINGTON
FLORIDA,2014,14,7,,8,,23,,116,,78,,,-,1,,13,,,-,31,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,,FLORIDA
IOWA,2014,14,,-,6,,155,,35,,48,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,POINT (-93.81648936699969 42.469404401000475),,,IOWA
MISSOURI,2014,14,1,,3,,11,,28,,45,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,,MISSOURI
KANSAS,2014,14,,-,2,,7,,7,,22,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.34774033400049),,,KANSAS
ARIZONA,2014,15,,-,1,,6,,14,,9,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
MISSISSIPPI,2014,14,1,,1,,5,,7,,9,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-89.53802764499966 32.74551123200047),,,MISSISSIPPI
NEW YORK,2014,14,4,,4,,16,,35,,32,,,-,0,,3,,,-,19,,,-,0,,1,,,-,,-,POINT (-75.54396639699968 42.82700023900048),,,NEW YORK
NEW YORK CITY,2014,14,,-,2,,6,,20,,11,,,-,2,,9,,6,,21,,,-,0,,1,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,,NEW YORK CITY
IDAHO,2014,14,,-,2,,16,,15,,20,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-114.3637261449997 43.682630058000484),,,IDAHO
MICHIGAN,2014,14,2,,4,,15,,40,,59,,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,POINT (-84.71438724399968 44.66131575600048),,,MICHIGAN
SOUTH DAKOTA,2014,14,,-,2,,17,,19,,25,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313342000046),,,SOUTH DAKOTA
DIST. OF COL.,2014,14,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,DIST. OF COL.
UNITED STATES,2014,15,38,,111,,459,,1154,,1461,,,-,10,,48,,34,,164,,,-,0,,2,,,-,1,,,,,
NEW ENGLAND,2014,15,2,,4,,14,,52,,56,,,-,0,,3,,3,,8,,,-,0,,0,,,-,,-,,,,
CONNECTICUT,2014,15,,-,0,,5,,8,,6,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,,,,
MAINE,2014,15,2,,0,,4,,16,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,,,
MASSACHUSETTS,2014,15,,-,2,,7,,20,,29,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
NEW HAMPSHIRE,2014,15,,-,1,,2,,5,,7,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,,,,
RHODE ISLAND,2014,15,,-,0,,2,,1,,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,,,
VERMONT,2014,15,,-,0,,2,,2,,7,,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,,,,
MID. ATLANTIC,2014,15,3,,12,,42,,126,,144,,,-,2,,12,,11,,53,,,-,0,,1,,,-,,-,,,,
NEW JERSEY,2014,15,,-,0,,5,,3,,16,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
NEW YORK,2014,15,3,,4,,16,,38,,33,,,-,0,,3,,,-,21,,,-,0,,1,,,-,,-,,,,
NEW YORK CITY,2014,15,,-,2,,6,,20,,12,,,-,2,,9,,6,,22,,,-,0,,1,,,-,,-,,,,
PENNSYLVANIA,2014,15,,-,6,,30,,65,,83,,,-,0,,3,,5,,10,,,-,0,,0,,,-,,-,,,,
E.N. CENTRAL,2014,15,6,,21,,64,,220,,332,,,-,1,,6,,5,,20,,,-,0,,0,,,-,,-,,,,
ILLINOIS,2014,15,,-,4,,16,,14,,49,,,-,0,,3,,1,,5,,,-,0,,0,,,-,,-,,,,
INDIANA,2014,15,,-,2,,7,,18,,37,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,,,,
MICHIGAN,2014,15,,-,4,,15,,40,,64,,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,,,,
OHIO,2014,15,6,,7,,17,,81,,93,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,,,,
WISCONSIN,2014,15,,-,7,,25,,67,,89,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,,,,
W.N. CENTRAL,2014,15,2,,21,,187,,118,,228,,,-,1,,3,,2,,7,,,-,0,,1,,,-,1,,,,,
IOWA,2014,15,,-,6,,155,,35,,56,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,,,
KANSAS,2014,15,,-,1,,7,,7,,22,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,,,
MINNESOTA,2014,15,,-,5,,17,,,-,54,,,-,0,,2,,,-,5,,,-,0,,1,,,-,,-,,,,
MISSOURI,2014,15,2,,3,,11,,31,,45,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,,,,
NEBRASKA,2014,15,,-,3,,11,,18,,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
NORTH DAKOTA,2014,15,,-,1,,7,,6,,6,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
SOUTH DAKOTA,2014,15,,-,3,,17,,21,,25,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,,,
S. ATLANTIC,2014,15,6,,20,,58,,288,,285,,,-,2,,16,,9,,47,,,-,0,,1,,,-,,-,,,,
DELAWARE,2014,15,,-,0,,2,,2,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
DIST. OF COL.,2014,15,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
FLORIDA,2014,15,,-,8,,23,,116,,82,,,-,1,,13,,1,,33,,,-,0,,0,,,-,,-,,,,
GEORGIA,2014,15,3,,4,,16,,58,,77,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,,,
MARYLAND,2014,15,1,,1,,4,,15,,14,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,,,,
NORTH CAROLINA,2014,15,,-,0,,28,,48,,45,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,,,,
SOUTH CAROLINA,2014,15,,-,1,,7,,13,,27,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,,,,
VIRGINIA,2014,15,2,,3,,9,,36,,30,,,-,0,,3,,5,,5,,,-,0,,1,,,-,,-,,,,
WEST VIRGINIA,2014,15,,-,0,,2,,,-,7,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,WEST,,VIRGINIA
E.S. CENTRAL,2014,15,2,,6,,19,,67,,69,,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,,,,
ALABAMA,2014,15,,-,2,,8,,22,,31,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,,,
KENTUCKY,2014,15,2,,1,,5,,15,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
MISSISSIPPI,2014,15,,-,1,,5,,9,,9,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,,,
TENNESSEE,2014,15,,-,2,,6,,21,,15,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,,,
W.S. CENTRAL,2014,15,7,,12,,44,,101,,133,,,-,1,,11,,1,,4,,,-,0,,0,,,-,,-,,,,
ARKANSAS,2014,15,1,,1,,12,,5,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
LOUISIANA,2014,15,,-,3,,31,,31,,51,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
OKLAHOMA,2014,15,,-,1,,4,,10,,16,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,,,
TEXAS,2014,15,6,,6,,36,,55,,61,,,-,1,,11,,1,,4,,,-,0,,0,,,-,,-,,,,
COLORADO,2014,15,,-,2,,7,,7,,13,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
IDAHO,2014,15,1,,2,,16,,16,,23,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
MONTANA,2014,15,3,,1,,23,,8,,14,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
NEVADA,2014,15,,-,0,,2,,2,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,,,
NEW MEXICO,2014,15,,-,1,,3,,12,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
UTAH,2014,15,1,,1,,8,,13,,30,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
WYOMING,2014,15,,-,0,,25,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
PACIFIC,2014,15,5,,11,,75,,109,,111,,,-,1,,8,,1,,20,,,-,0,,0,,,-,,-,,,,
ALASKA,2014,15,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,,,
CALIFORNIA,2014,15,4,,5,,15,,77,,70,,,-,1,,8,,,-,14,,,-,0,,0,,,-,,-,,,,
HAWAII,2014,15,,-,0,,1,,,-,,-,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,,,
OREGON,2014,15,1,,3,,58,,24,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
WASHINGTON,2014,15,,-,1,,13,,7,,13,,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,,,,
AMER. SAMOA,2014,15,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,
C.N.M.I.,2014,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,
PUERTO RICO,2014,15,,N,0,,0,,,N,,N,,-,70,,424,,268,,2477,,,-,0,,5,,2,,17,,,,,
VIRGIN ISL.,2014,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,
UNITED STATES,2014,16,48,,111,,459,,1272,,1563,,,-,10,,48,,35,,173,,,-,0,,2,,,-,1,,,,,
NEW ENGLAND,2014,16,,-,4,,14,,53,,55,,,-,0,,3,,3,,9,,,-,0,,0,,,-,,-,,,,
MID. ATLANTIC,2014,16,9,,12,,42,,134,,158,,,-,2,,12,,11,,54,,,-,0,,1,,,-,,-,,,,
E.N. CENTRAL,2014,16,9,,21,,64,,257,,353,,,-,1,,6,,5,,21,,,-,0,,0,,,-,,-,,,,
W.N. CENTRAL,2014,16,,-,21,,187,,123,,249,,,-,1,,3,,2,,7,,,-,0,,1,,,-,1,,,,,
S. ATLANTIC,2014,16,13,,20,,59,,319,,298,,,-,2,,16,,10,,49,,,-,0,,1,,,-,,-,,,,
E.S. CENTRAL,2014,16,2,,7,,19,,80,,77,,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,,,,
W.S. CENTRAL,2014,16,2,,12,,44,,104,,141,,,-,1,,11,,1,,5,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,16,2,,9,,60,,79,,109,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,,,
PACIFIC,2014,16,11,,11,,75,,123,,123,,,-,1,,8,,1,,23,,,-,0,,0,,,-,,-,,,,
OKLAHOMA,2014,16,,-,1,,4,,10,,18,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472034350000456),,,OKLAHOMA
ARKANSAS,2014,16,,-,1,,12,,5,,5,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.748651751000466),,,ARKANSAS
ALABAMA,2014,16,2,,2,,9,,25,,33,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-86.63185803899967 32.84057327200048),,,ALABAMA
UTAH,2014,16,1,,1,,8,,14,,29,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070374600047),,,UTAH
WASHINGTON,2014,16,3,,1,,13,,10,,15,,,-,0,,2,,1,,3,,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.522287905000496),,,WASHINGTON
OREGON,2014,16,,-,3,,58,,24,,32,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.567446178000466),,,OREGON
WISCONSIN,2014,16,1,,7,,25,,70,,95,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,POINT (-89.81636715299965 44.3931903350005),,,WISCONSIN
WYOMING,2014,16,,-,0,,25,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.23554147100049),,,WYOMING
VIRGIN ISL.,2014,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,VIRGIN ISL.
MONTANA,2014,16,,-,1,,23,,10,,15,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.066526051000494),,,MONTANA
IDAHO,2014,16,1,,2,,22,,17,,25,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-114.3637261449997 43.682630058000484),,,IDAHO
WEST VIRGINIA,2014,16,,-,0,,2,,,-,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-80.71263935099967 38.665511497000466),,,WEST VIRGINIA
TEXAS,2014,16,1,,6,,36,,56,,64,,,-,1,,11,,1,,4,,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827243635000457),,,TEXAS
LOUISIANA,2014,16,1,,3,,31,,33,,54,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312662564000448),,,LOUISIANA
OHIO,2014,16,8,,6,,17,,89,,100,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,POINT (-82.40425685299965 40.06021029700048),,,OHIO
VIRGINIA,2014,16,1,,3,,8,,40,,32,,,-,0,,3,,5,,5,,,-,0,,1,,,-,,-,POINT (-78.45788924199968 37.54268075100049),,,VIRGINIA
DIST. OF COL.,2014,22,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,DIST. OF COL.
ILLINOIS,2014,16,,-,4,,16,,36,,52,,,-,0,,3,,1,,5,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501278700047),,,ILLINOIS
CALIFORNIA,2014,16,8,,6,,15,,88,,76,,,-,1,,8,,,-,16,,,-,0,,0,,,-,,-,POINT (-120.99999889499969 37.638640488000476),,,CALIFORNIA
NEW MEXICO,2014,16,,-,1,,3,,14,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.24057768899968 34.52088247800049),,,NEW MEXICO
NORTH DAKOTA,2014,16,,-,1,,7,,7,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.11842599699969 47.47531738700047),,,NORTH DAKOTA
TENNESSEE,2014,16,,-,2,,6,,28,,15,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,POINT (-85.77448642199965 35.680943063000484),,,TENNESSEE
GEORGIA,2014,16,2,,4,,16,,62,,80,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968004200045),,,GEORGIA
MASSACHUSETTS,2014,16,,-,2,,7,,20,,30,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687306500047),,,MASSACHUSETTS
VERMONT,2014,16,,-,0,,3,,2,,3,,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,POINT (-72.51763944499965 43.62538292400046),,,VERMONT
IOWA,2014,16,,-,5,,155,,38,,62,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,POINT (-93.81648936699969 42.469404401000475),,,IOWA
NEVADA,2014,16,,-,0,,2,,2,,7,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.49324126500045),,,NEVADA
PENNSYLVANIA,2014,16,6,,5,,30,,70,,88,,,-,0,,3,,5,,10,,,-,0,,0,,,-,,-,POINT (-77.86069775999965 40.79373106100047),,,PENNSYLVANIA
MICHIGAN,2014,16,,-,4,,15,,42,,68,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,POINT (-84.71438724399968 44.66131575600048),,,MICHIGAN
KENTUCKY,2014,16,,-,1,,5,,15,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645973909000475),,,KENTUCKY
COLORADO,2014,16,,-,1,,7,,7,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.13360888799969 38.84384047000049),,,COLORADO
C.N.M.I.,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,C.N.M.I.
NEW JERSEY,2014,16,,-,0,,5,,3,,19,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-74.27368565099965 40.1305700530005),,,NEW JERSEY
MINNESOTA,2014,16,,-,5,,17,,,-,57,,,-,0,,2,,,-,5,,,-,0,,1,,,-,,-,POINT (-94.79419697699967 46.35564867700049),,,MINNESOTA
DELAWARE,2014,16,,-,0,,2,,2,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-75.57773943699965 39.00883351400046),,,DELAWARE
MISSISSIPPI,2014,16,,-,1,,5,,12,,11,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-89.53802764499966 32.74551123200047),,,MISSISSIPPI
HAWAII,2014,16,,-,0,,1,,,-,,-,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,POINT (-157.85774691599974 21.30485166200043),,,HAWAII
CONNECTICUT,2014,16,,-,0,,5,,9,,7,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,,CONNECTICUT
ALASKA,2014,16,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-147.72205669099972 64.84507923900048),,,ALASKA
AMER. SAMOA,2014,16,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,AMER. SAMOA
SOUTH CAROLINA,2014,16,,-,1,,8,,22,,27,,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882060100049),,,SOUTH CAROLINA
SOUTH DAKOTA,2014,16,,-,3,,17,,22,,27,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313342000046),,,SOUTH DAKOTA
NEBRASKA,2014,16,,-,3,,11,,18,,21,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.64104043900045),,,NEBRASKA
MISSOURI,2014,16,,-,3,,11,,31,,47,,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,,MISSOURI
NEW YORK CITY,2014,16,1,,2,,6,,21,,14,,,-,2,,9,,6,,22,,,-,0,,1,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,,NEW YORK CITY
DIST. OF COL.,2014,16,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,DIST. OF COL.
FLORIDA,2014,22,7,,8,,23,,175,,129,,,-,1,,13,,5,,40,,,-,0,,0,,,-,,-,,,,FLORIDA
RHODE ISLAND,2014,16,,-,0,,2,,1,,1,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.70828281900049),,,RHODE ISLAND
KANSAS,2014,16,,-,1,,7,,7,,25,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.34774033400049),,,KANSAS
PUERTO RICO,2014,16,,N,0,,0,,,N,,N,,-,66,,424,,268,,2548,,,-,0,,5,,2,,18,,POINT (-98.34556876399967 26.649497232000442),,,PUERTO RICO
NEW YORK,2014,16,2,,4,,16,,40,,37,,,-,0,,3,,,-,22,,,-,0,,1,,,-,,-,POINT (-75.54396639699968 42.82700023900048),,,NEW YORK
MAINE,2014,16,,-,0,,4,,16,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,,MAINE
GUAM,2014,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (144.70297250000056 13.355173397000442),,,GUAM
FLORIDA,2014,16,10,,8,,23,,130,,86,,,-,1,,13,,1,,35,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,,FLORIDA
MARYLAND,2014,16,,-,1,,4,,15,,17,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,POINT (-76.60925970899967 39.2905806980005),,,MARYLAND
NORTH CAROLINA,2014,16,,-,0,,28,,48,,45,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622388600048),,,NORTH CAROLINA
INDIANA,2014,16,,-,2,,7,,20,,38,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,POINT (-86.14995579899966 39.76691364600049),,,INDIANA
ARIZONA,2014,16,,-,1,,6,,14,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.76380949799972 34.865973091000455),,,ARIZONA
NEW HAMPSHIRE,2014,16,,-,0,,2,,5,,8,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,POINT (-71.50035726399966 43.6559537330005),,,NEW HAMPSHIRE
UNITED STATES,2014,17,42,,109,,459,,1357,,1662,,,-,11,,49,,35,,183,,,-,0,,2,,,-,1,,,,,
NEW ENGLAND,2014,17,4,,5,,14,,67,,59,,,-,0,,3,,3,,9,,,-,0,,0,,,-,,-,,,,
MID. ATLANTIC,2014,17,4,,12,,42,,137,,167,,,-,2,,12,,11,,57,,,-,0,,1,,,-,,-,,,,
E.N. CENTRAL,2014,17,5,,21,,64,,268,,369,,,-,1,,6,,5,,21,,,-,0,,0,,,-,,-,,,,
W.N. CENTRAL,2014,17,1,,21,,187,,134,,277,,,-,1,,3,,2,,8,,,-,0,,1,,,-,1,,,,,
S. ATLANTIC,2014,17,22,,20,,59,,352,,316,,,-,2,,16,,10,,52,,,-,0,,1,,,-,,-,,,,
E.S. CENTRAL,2014,17,1,,6,,19,,81,,79,,,-,0,,2,,1,,5,,,-,0,,0,,,-,,-,,,,
W.S. CENTRAL,2014,17,2,,12,,44,,112,,149,,,-,1,,11,,1,,5,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,17,3,,8,,60,,84,,117,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,,,
PACIFIC,2014,17,,-,11,,75,,122,,129,,,-,1,,9,,1,,25,,,-,0,,0,,,-,,-,,,,
IDAHO,2014,17,2,,2,,22,,19,,28,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-114.3637261449997 43.682630058000484),,,IDAHO
GEORGIA,2014,17,6,,4,,16,,72,,83,,,-,0,,2,,1,,2,,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968004200045),,,GEORGIA
ALASKA,2014,17,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-147.72205669099972 64.84507923900048),,,ALASKA
CONNECTICUT,2014,17,,-,0,,5,,9,,7,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,,CONNECTICUT
NEW MEXICO,2014,17,,-,1,,3,,14,,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-106.24057768899968 34.52088247800049),,,NEW MEXICO
WEST VIRGINIA,2014,17,,-,0,,2,,2,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-80.71263935099967 38.665511497000466),,,WEST VIRGINIA
WISCONSIN,2014,17,1,,7,,25,,75,,102,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,POINT (-89.81636715299965 44.3931903350005),,,WISCONSIN
VIRGIN ISL.,2014,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,,VIRGIN ISL.
KENTUCKY,2014,17,,-,1,,5,,15,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645973909000475),,,KENTUCKY
KANSAS,2014,17,,-,1,,7,,12,,26,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.34774033400049),,,KANSAS
DELAWARE,2014,17,,-,0,,2,,2,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-75.57773943699965 39.00883351400046),,,DELAWARE
MAINE,2014,17,1,,0,,4,,17,,6,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,,MAINE
CALIFORNIA,2014,17,,-,6,,15,,88,,77,,,-,1,,9,,,-,18,,,-,0,,0,,,-,,-,POINT (-120.99999889499969 37.638640488000476),,,CALIFORNIA
OKLAHOMA,2014,17,,-,1,,4,,10,,18,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472034350000456),,,OKLAHOMA
ILLINOIS,2014,17,,-,4,,16,,36,,54,,,-,0,,3,,1,,5,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501278700047),,,ILLINOIS
